"id","name","slug","type","category","area","description","detailedDescription","customHtml","image1","image1Desc","image1FileId","image2","image2Desc","image2FileId","image3","image3Desc","image3FileId","website","phone","address","authorName","publishedDate","modifiedDate","directionsLink","videoLink","document1","document1Name","document2","document2Name","amenities","featured","googleMapsUrl"
"314","Afton Awaits","afton-awaits","Cabins & Cottages","stay","Afton","Nestled in the picturesque hills of Afton, Virginia, this luxury modern farmhouse offers the perfect blend of rustic charm and contemporary elegance.","","","https://ik.imagekit.io/OE/nelson-county/listings/afton-awaits-image1_cw5wL1FDQ","Countryside house with green lawn, mountains, and colorful sunset sky.","","https://ik.imagekit.io/OE/nelson-county/listings/afton-awaits-image2_ZDpe6Zg-a","Open-concept living room and kitchen with wooden floors and modern decor.","695d1d645c7cd75eb86268c4","","","695d1d7a5c7cd75eb862ddf4","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Cabins; Farm; Lodging; Outdoor Seating; Pool; Scenic Views","true","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"315","Pilotview Hollow","pilotview-hollow","Whole House Rentals","stay","Nellysford","Pilotview Hollow is a five-bedroom, 4.5-bath estate on 42 acres with hot tub, dual primary suites, game room, outdoor fire pit, and proximity to Route 151 and Wintergreen. Private space on 42 acres, game room, hot tub, 2 primary bedrooms with ensuite bathrooms.","","","https://ik.imagekit.io/OE/nelson-county/listings/pilotview-hollow-image1_4hZKeDrC7","Modern cabin with large windows, stone chimney, and wooden deck in forest setting.","","https://ik.imagekit.io/OE/nelson-county/listings/pilotview-hollow-image2_6Cs4l6yWl","Modern living room with beige sofa, wooden ceiling, and black staircase.","","","","","","","Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","","","","","","Parking; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958"
"316","Nelson Cozy Cabin","nelson-cozy-cabin","Cabins & Cottages","stay","Nellysford","Nestled on four serene acres, Nelson Cozy Cabin offers a charming retreat in Stoney Creek. This beautifully renovated three-bedroom, two-bath cabin features a spacious deck and a fire pit, perfect for gathering after a day of outdoor adventures. Guests enjoy access to Wintergreen POA pools and fishing, making it an ideal destination for relaxation and recreation. Experience the perfect blend of comfort and nature at this inviting getaway.","","","https://ik.imagekit.io/OE/nelson-county/listings/nelson-cozy-cabin-image1_Ill0EU3Eo","Gray cabin in a forest with bare trees and wooden deck.","","https://ik.imagekit.io/OE/nelson-county/listings/nelson-cozy-cabin-image2_9xPS2w_t4","Cozy living room with stone fireplace, wooden furniture, and large windows.","","","","","","","Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","","","","","","Outdoor Seating; Cabins; Pet Friendly; Lodging; Water Sports; Fishing; Swimming Pool","false","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958"
"317","Kneeling Shepherd","kneeling-shepherd","Cabins & Cottages","stay","Roseland","Kneeling Shepherd is a new-construction farmhouse on 12 acres with hot tub, fire pit, mountain views, and easy access to the Tye River, Wintergreen, and Appalachian Trail. Relax with the family on 12 private acres at our peaceful new construction farmhouse.","","","https://ik.imagekit.io/OE/nelson-county/listings/kneeling-shepherd-image1_Uw6uGu8lr","White farmhouse with porch, evening lighting, cloudy sky, surrounded by trees.","","https://ik.imagekit.io/OE/nelson-county/listings/kneeling-shepherd-image2_kQtAmT1tE","Living room with brown leather sofas, fireplace, and large windows.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","","","","","","Scenic Views; Cabins; Lodging; Appalachian Trail; Farm; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
"318","Kremer Cabin","kremer-cabin","Cabins & Cottages","stay","Faber","Kremer Cabin is a Cape Cod on six acres with screened porch swings, two porch swings, and room for up to 12 guests surrounded by mountain views. Lovely Cape Cod surrounded by mountains on 6 acres.","","","https://ik.imagekit.io/OE/nelson-county/listings/kremer-cabin-image1_ZWFmIrxZP","Brown wooden house surrounded by trees behind a rustic wooden fence.","","https://ik.imagekit.io/OE/nelson-county/listings/kremer-cabin-image2_7bnrIxMzK","Outdoor patio with fire pit, wicker furniture, swing, and lush greenery outside.","","","","","","","Faber, VA 22938","josh","","","https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938","","","","","","Cabins; Scenic Views; Outdoor Seating; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938"
"319","Stewart's Place","stewarts-place","Whole House Rentals","stay","Faber","Stewart's Place is a rustic, private retreat with spacious yard and homey comforts—ideal for guests seeking a quiet Faber getaway.","","","https://ik.imagekit.io/OE/nelson-county/listings/stewart-s-place-image1_TIJ0wB_xf","Small white house with black roof, porch, surrounded by trees.","","https://ik.imagekit.io/OE/nelson-county/listings/stewart-s-place-image2_2S4PBVrjx","Gray sofa in cozy living room with rug, plants, and desk.","","","","","","","Faber, VA 22938","josh","","","https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938","","","","","","Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938"
"320","Boho Cliff House Retreat","boho-cliff-house-retreat","Whole House Rentals","stay","Wintergreen Resort","Boho Cliff House Retreat offers dramatic Blue Ridge views in a design-forward setting—ideal for couples or friends seeking a stylish mountain escape.","","","https://ik.imagekit.io/OE/nelson-county/listings/boho-cliff-house-retreat-image1_L3zCUtUrE","Outdoor deck with cozy seating and string lights, surrounded by trees.","","https://ik.imagekit.io/OE/nelson-county/listings/boho-cliff-house-retreat-image2_GsbtJb4yQ","Spacious living room with large windows, brown furniture, and fireplace. Bright natural light.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","","","","","","Retail; Scenic Views; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
"321","Airkey Boutique Rentals","airkey","Cabins & Cottages","stay","Afton","Airkey Boutique Rentals curates charming nature-centric stays near Nelson 151 breweries, wineries, and hiking trails—visit myairkey.com for available suites. Looking for a cozy mountain hideaway. We offer the perfect getaway for adventure seekers and serenity lovers alike There’s something to do in Afton every season of the year.","","","https://ik.imagekit.io/OE/nelson-county/listings/airkey-boutique-rentals-image1_cmGf9y1jA","Modern kitchen with wooden beams, island, chairs, and stainless steel appliances.","","https://ik.imagekit.io/OE/nelson-county/listings/airkey-boutique-rentals-image2__RwGQDmNm6","Wooden patio with metal furniture, open view of mountains and sky.","","","","","https://myairkey.com","(434) 466-6942","Afton, VA 22920","WG","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","","","","","","Retail; Beer; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"322","Three Ridge Retreat","three-ridge-retreat","Vacation Rentals","stay","Wintergreen Resort","Three Ridge Retreat is a two-bedroom, two-bath dog-friendly Wintergreen condo within walking distance of slopes, restaurants, and resort trails.","","","https://ik.imagekit.io/OE/nelson-county/listings/three-ridge-retreat-image1_nWA5bIf41j","Cozy living room with white armchairs, fireplace, and decorative items on shelves.","","https://ik.imagekit.io/OE/nelson-county/listings/three-ridge-retreat-image2_5zTu74E-i","Stacked firewood beside a black fireplace on a gray stone mantel.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Pet Friendly; Skiing; Resort","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"323","Sunset Vista Villa","sunset-vista-villa","Whole House Rentals","stay","Roseland","Sunset Vista Villa is a two-bedroom, two-bath Wintergreen condo with elevated first-floor views, ideal for sunset watching and family getaways. Welcome to Sunset Vista Villa, this stunning 2 bedroom, 2 bathroom retreat offers breathtaking views that stretch for miles.","","","https://ik.imagekit.io/OE/nelson-county/listings/sunset-vista-villa-image1_1BgIsS1S4","Large house surrounded by bare trees and rocks under clear blue sky.","","https://ik.imagekit.io/OE/nelson-county/listings/sunset-vista-villa-image2_sR8bwvtW0X","Cozy living room with fireplace, couches, TV, art, and warm lighting.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Resort; Parking; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"324","Arrowwood Lane","arrowwood-lane","Whole House Rentals","stay","Wintergreen Resort","Arrowwood Lane is a four-bedroom Wintergreen home sleeping 10 with covered hot tub, dual living areas with fireplaces, deck, and central HVAC. There are two separate living areas, each with a fire place.","","","https://ik.imagekit.io/OE/nelson-county/listings/arrowwood-lane-image1_danFDpnJe","A-frame house with stone facade, surrounded by trees, gravel driveway.","","https://ik.imagekit.io/OE/nelson-county/listings/arrowwood-lane-image2_CnDTS-x1G","Wooden kitchen interior with stainless steel appliances, black countertops, and ceiling beams.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Outdoor Seating; Pet Friendly","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"325","Winterhaven","winterhaven","Whole House Rentals","stay","Wintergreen Resort","Winterhaven is a five-bedroom, 4.5-bath Wintergreen house half a mile from the lodge with updated interiors for large groups.","","","https://ik.imagekit.io/OE/nelson-county/listings/winterhaven-image1_2nWZeI-Ga","Wooden house surrounded by autumn trees, lit by bright sunlight.","","https://ik.imagekit.io/OE/nelson-county/listings/winterhaven-image2_yuq8VtqX-","Cozy bedroom with quilted bedspread, wooden furniture, and ceiling fan.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Scenic Views; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"326","779 Blue Ridge Drive","779-blue-ridge-drive","Whole House Rentals","stay","Wintergreen Resort","779 Blue Ridge Drive is a four-bedroom, 4.5-bath mountain home with hot tub, gas fireplace, and king beds in every suite, located four minutes from skiing. Four king suites, a bubbling hot tub, and a great room anchored by a stone fireplace make 779 Blue Ridge Drive a go-to for families who want to be on the slopes in under five minutes.","","","https://ik.imagekit.io/OE/nelson-county/listings/779-blue-ridge-drive-image1_xIPDm9uIl","Wooden house surrounded by lush green trees and wooden railing.","","https://ik.imagekit.io/OE/nelson-county/listings/779-blue-ridge-drive-image2_-yIXfhkXl","Cozy living room with brown sofas, stone fireplace, large windows, and TV.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Seasonal Menu; Skiing; Scenic Views; Fuel; Pet Friendly","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"327","Belties","belties","Coffee Shops","taste","Nellysford","Belties is a farmhouse café pouring handcrafted coffee, 18-layer scratch biscuits, and seasonal fare with Blue Ridge views and grazing Belted Galloway cows. At Belties, we offer more than just hand-crafted coffee and 18-layer scratch biscuits—we offer an experience.","","","https://ik.imagekit.io/OE/nelson-county/listings/belties-image1_KkVKcuyY5","Red barn with white lettering, surrounded by green grass and blue sky.","","https://ik.imagekit.io/OE/nelson-county/listings/belties-image2_XwoNmwbjX","Dessert with pastry, whipped cream, strawberries, and mint on wooden board.","","https://ik.imagekit.io/OE/nelson-county/listings/belties-image3_d4641Q6LvL","Wooden bench with pillows, lantern, and sign on white shiplap wall.","","","(703) 989-0556","2884 Rockfish Valley Highway, Nellysford, VA 22958","WG","","","https://www.google.com/maps/dir/?api=1&destination=2884%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","","","","","","Bar; Cafe; Coffee; Farm; Scenic Views; Seasonal Menu; Tea","false","https://www.google.com/maps/dir/?api=1&destination=2884%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958"
"328","Ski in Style At Sapphire Squirrel","ski-in-style-at-sapphire-squirrel","Whole House Rentals","stay","Wintergreen Resort","Ski in Style at Sapphire Squirrel is a three-bedroom Wintergreen home steps from the slopes with fully equipped kitchen, dedicated workspace, deck, and gas grill for up to six guests.","","","https://ik.imagekit.io/OE/nelson-county/listings/ski-in-style-at-sapphire-squirrel-image1_WUGk-MjNJ","Elevated white cabin surrounded by dense green forest trees.","","https://ik.imagekit.io/OE/nelson-county/listings/ski-in-style-at-sapphire-squirrel-image2_EK-9dLGZt","Cozy living room with leather sofa, large windows, and decorative rug.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","","","","","","Scenic Views; Fuel; Full Kitchen; Outdoor Seating; Parking; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
