id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
306,Parr's Camp,parrs-camp,Cabins & Cottages,stay,Wintergreen Resort,"Escape to Parr's Camp, a charming 1940s fishing cabin nestled in the heart of the Blue Ridge Mountains. Accommodating up to seven guests, this historic retreat features cozy living spaces, a screened porch, and a serene pond for boating and yard games. Enjoy access to the George Washington National Forest and nearby outdoor adventures, from hiking the Appalachian Trail to fishing the Tye River. Your attentive host is ready to ensure a memorable stay.",,,https://ik.imagekit.io/OE/nelson-county/listings/parr-s-camp-image1_wvauSKQj6,"Wooden house surrounded by trees and grass, black fence in foreground.",,https://ik.imagekit.io/OE/nelson-county/listings/parr-s-camp-image2_jeiLu3graS,"Cozy living room with stone fireplace, sofas, and wooden floor.",,,,,,,"Tyro, VA 22976",josh,,,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Cabins; Outdoor Seating; Lodging; Water Sports; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976
307,Bella Vista,bella-vista,Cabins & Cottages,stay,Wintergreen Resort,"Discover Bella Vista, a charming 4-bedroom, 4.5-bathroom cabin nestled in Wintergreen, just a 7-minute walk or 4-minute drive to the slopes. Enjoy spectacular mountain views from the expansive back deck, unwind with friends around the pool table, and bring your furry companions along—this pet-friendly retreat is perfect for a memorable getaway in nature.",,,https://ik.imagekit.io/OE/nelson-county/listings/bella-vista-image1_O0YjaMWRU,Large beige house surrounded by trees and gravel driveway in sunlight.,,https://ik.imagekit.io/OE/nelson-county/listings/bella-vista-image2_P7prXtAdC,"Spacious living room with large windows, wooden ceiling, and cozy furniture.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Pet Friendly; Outdoor Seating; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
308,"Red, White and Wintergreen",red-white-and-wintergreen,Whole House Rentals,stay,Wintergreen Resort,"Escape to ""Red, White and Wintergreen,"" a stunning five-bedroom retreat at Wintergreen Resort, perfect for families and large groups. Enjoy spacious living areas, a large deck with a brand new hot tub, and breathtaking valley views. With a dedicated office space, this property is ideal for both relaxation and remote work. Experience year-round fun in this welcoming home!",,,https://ik.imagekit.io/OE/nelson-county/listings/red-white-and-wintergreen-image1_k_S21orXm,Houses with warm lights nestled in wooded area at dusk.,,https://ik.imagekit.io/OE/nelson-county/listings/red-white-and-wintergreen-image2_9z7tXGR3K,"Cozy living room with red sofas, fireplace, large TV, and natural lighting.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Outdoor Seating; Family Friendly; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
309,Mountain View Vista,mountain-view-vista,Whole House Rentals,stay,Wintergreen Resort,"Escape to Mountain View Vista, a beautifully renovated one-bedroom, two-bath home in Wintergreen. Enjoy a spacious kitchen and a large deck that offers breathtaking mountain views, perfect for a romantic getaway or a peaceful retreat. Experience the charm of this ideal location and immerse yourself in nature's beauty!",,,https://ik.imagekit.io/OE/nelson-county/listings/mountain-view-vista-image1_lHpoH-D2H,Deck with wooden chairs overlooking scenic mountain landscape under cloudy sky.,,https://ik.imagekit.io/OE/nelson-county/listings/mountain-view-vista-image2_mlKIvbY7B,"Modern living room, large windows, ocean view, gray sofa, fireplace, television.",,,,,,,"Wintergreen Resort, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Full Kitchen; Outdoor Seating; Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967
310,Art & Soul Guesthouse,art-soul-guesthouse,Whole House Rentals,stay,Roseland,"Art & Soul Guesthouse is a luxurious retreat nestled in the serene landscape of Roseland, Central Virginia. This thoughtfully designed one-bedroom plus loft space accommodates up to four guests and features a sauna with stunning sunset views and an EV charger. Perfect for couples, families, or solo travelers, it offers a tranquil escape with easy access to local adventures in the nearby mountains.",,,https://ik.imagekit.io/OE/nelson-county/listings/art-soul-guesthouse-image1_-uTzD7Lq4,Modern wooden house with large windows surrounded by trees at dusk.,,https://ik.imagekit.io/OE/nelson-county/listings/art-soul-guesthouse-image2_1H122tsdB,"Spacious room with triangular windows, round table, easel, and modern light fixture.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,EV Charging; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
311,Art & Soul Main House,art-soul-main-house,Whole House Rentals,stay,Wintergreen Resort,"Experience luxury and nature at Art & Soul Main House in Wintergreen, where stunning landscapes meet exceptional design. This spacious retreat features three en-suite bedrooms, a gourmet kitchen, and a saltwater hot tub, accommodating up to ten guests. Enjoy expansive decks, a dry sauna, and breathtaking sunset views, making it the perfect getaway for families or friends.",,,https://ik.imagekit.io/OE/nelson-county/listings/art-soul-main-house-image1_uQK2zI80u,"Cozy house with lit windows, surrounded by stone walls, steps, and trees.",,https://ik.imagekit.io/OE/nelson-county/listings/art-soul-main-house-image2_6BsnLLMKw,"Modern kitchen with large island, wooden cabinets, and stainless steel appliances.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Full Kitchen; Lodging; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
312,The Cottage at River Circle Farm,the-cottage-at-river-circle-farm,Cabins & Cottages,stay,Wintergreen Resort,"The Cottage at River Circle Farm is a one-bedroom riverside retreat with private pool, on-site nature trails, and quiet grounds along the James River.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-cottage-at-river-circle-farm-image1_kI4pcscYm,Blue swimming pool in backyard with trees and house under clear sky.,,https://ik.imagekit.io/OE/nelson-county/listings/the-cottage-at-river-circle-farm-image2_KlDXHx3yF,"Cozy living room with a sofa, ceiling fan, and paintings, lit by sunlight.",,,,,,,"Scottsville, VA 24590",josh,,,https://www.google.com/maps/dir/?api=1&destination=Scottsville%2C%20VA%2024590,,,,,,,,,,,,,,Pool; Cabins; Lodging; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=Scottsville%2C%20VA%2024590
313,Berry Hill Lake,berry-hill-lake,Cabins & Cottages,stay,Nellysford,"Escape to Berry Hill Lake, a modern-rustic retreat nestled in Nellysford, featuring a stunning four-bedroom home with 3.5 baths overlooking a private two-acre lake. Enjoy cozy evenings by the indoor and outdoor fireplaces, and unwind in the finished basement with bunk rooms and a movie room. Surrounded by 250 acres of serene woodland, it's the perfect getaway to relax and reconnect with nature. Pet-friendly and ideal for families or groups!",,,https://ik.imagekit.io/OE/nelson-county/listings/berry-hill-lake-image1_2Z8GdFy77,Rustic cottage with chimney surrounded by trees under a clear sky.,,https://ik.imagekit.io/OE/nelson-county/listings/berry-hill-lake-image2_8f_09seUw,"Cozy living room with stone fireplace, leather sofas, large windows, and rustic decor.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Outdoor Seating; Pet Friendly; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
314,Afton Awaits,afton-awaits,Cabins & Cottages,stay,Afton,"Afton Awaits is a luxurious modern farmhouse set in the picturesque hills of Afton, Virginia. This tranquil retreat features three beautifully designed bedrooms, a refreshing pool, and a hot tub, all with breathtaking mountain views. Conveniently located near the Nelson 151 Brew Trail, award-winning wineries, and Wintergreen Resort, it’s an ideal spot for a peaceful getaway.",,,https://ik.imagekit.io/OE/nelson-county/listings/afton-awaits-image1_cw5wL1FDQ,"Countryside house with green lawn, mountains, and colorful sunset sky.",,https://ik.imagekit.io/OE/nelson-county/listings/afton-awaits-image2_ZDpe6Zg-a,Open-concept living room and kitchen with wooden floors and modern decor.,695d1d645c7cd75eb86268c4,,,695d1d7a5c7cd75eb862ddf4,,,"Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Cabins; Farm; Lodging; Outdoor Seating; Pool; Scenic Views,true,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
315,Pilotview Hollow,pilotview-hollow,Whole House Rentals,stay,Nellysford,"Nestled on 42 scenic acres in Nellysford, Pilotview Hollow offers a tranquil retreat with five bedrooms and 4.5 baths. Enjoy two primary suites with ensuite bathrooms, a game room, and a soothing hot tub. Gather around the outdoor fire pit or cozy up by the wood-burning fireplace after exploring nearby Route 151 and Wintergreen. Perfect for a memorable getaway!",,,https://ik.imagekit.io/OE/nelson-county/listings/pilotview-hollow-image1_4hZKeDrC7,"Modern cabin with large windows, stone chimney, and wooden deck in forest setting.",,https://ik.imagekit.io/OE/nelson-county/listings/pilotview-hollow-image2_6Cs4l6yWl,"Modern living room with beige sofa, wooden ceiling, and black staircase.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Parking; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
316,Nelson Cozy Cabin,nelson-cozy-cabin,Cabins & Cottages,stay,Nellysford,"Escape to Nelson Cozy Cabin, a beautifully renovated retreat nestled on four wooded acres in Stoney Creek, Nellysford. This inviting three-bedroom, two-bath cabin features a spacious deck and fire pit, perfect for family gatherings. Enjoy access to Wintergreen POA amenities, including pools and fishing, for a perfect blend of relaxation and outdoor adventure. Pet-friendly and ideal for small groups!",,,https://ik.imagekit.io/OE/nelson-county/listings/nelson-cozy-cabin-image1_Ill0EU3Eo,Gray cabin in a forest with bare trees and wooden deck.,,https://ik.imagekit.io/OE/nelson-county/listings/nelson-cozy-cabin-image2_9xPS2w_t4,"Cozy living room with stone fireplace, wooden furniture, and large windows.",,,,,,,"Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Outdoor Seating; Cabins; Pet Friendly; Lodging; Water Sports; Fishing; Swimming Pool,false,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958
317,Kneeling Shepherd,kneeling-shepherd,Cabins & Cottages,stay,Roseland,"Escape to Kneeling Shepherd, a serene new farmhouse nestled on 12 private acres in Roseland. Perfect for families, this cozy retreat features stunning mountain views, a hot tub, and a fire pit. Enjoy nearby Wintergreen Ski Resort, the Tye River, and the Appalachian Trail, or simply unwind and stargaze in the peaceful surroundings. Your perfect getaway awaits!",,,https://ik.imagekit.io/OE/nelson-county/listings/kneeling-shepherd-image1_Uw6uGu8lr,"White farmhouse with porch, evening lighting, cloudy sky, surrounded by trees.",,https://ik.imagekit.io/OE/nelson-county/listings/kneeling-shepherd-image2_kQtAmT1tE,"Living room with brown leather sofas, fireplace, and large windows.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging; Appalachian Trail; Farm; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
318,Kremer Cabin,kremer-cabin,Cabins & Cottages,stay,Faber,"Escape to Kremer Cabin, a charming Cape Cod nestled on six scenic acres in Faber, surrounded by stunning mountain views. Enjoy quality family time with accommodations for up to 12 guests, and unwind on the spacious partly screened porch with two inviting swings—perfect for watching deer roam by. A serene retreat awaits!",,,https://ik.imagekit.io/OE/nelson-county/listings/kremer-cabin-image1_ZWFmIrxZP,Brown wooden house surrounded by trees behind a rustic wooden fence.,,https://ik.imagekit.io/OE/nelson-county/listings/kremer-cabin-image2_7bnrIxMzK,"Outdoor patio with fire pit, wicker furniture, swing, and lush greenery outside.",,,,,,,"Faber, VA 22938",josh,,,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938,,,,,,,,,,,,,,Cabins; Scenic Views; Outdoor Seating; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938
319,Stewart's Place,stewarts-place,Whole House Rentals,stay,Faber,"Discover Stewart's Place, a charming rustic retreat in Faber, perfect for those seeking a peaceful getaway. Enjoy a spacious yard and the comfort of a home away from home, where tranquility reigns. Note: This property is not pet-friendly and does not have staff on-site. For inquiries, contact Shedana Esdaile at stewartsplace422@gmail.com.",,,https://ik.imagekit.io/OE/nelson-county/listings/stewart-s-place-image1_TIJ0wB_xf,"Small white house with black roof, porch, surrounded by trees.",,https://ik.imagekit.io/OE/nelson-county/listings/stewart-s-place-image2_2S4PBVrjx,"Gray sofa in cozy living room with rug, plants, and desk.",,,,,,,"Faber, VA 22938",josh,,,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938,,,,,,,,,,,,,,Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938
320,Boho Cliff House Retreat,boho-cliff-house-retreat,Whole House Rentals,stay,Wintergreen Resort,"Experience stunning Blue Ridge views at Boho Cliff House Retreat, a stylish whole house rental in Wintergreen. Perfect for couples or friends, this design-forward escape offers a serene mountain getaway without the hassle of staff. Enjoy the tranquility and beauty of nature in a chic setting, ideal for unwinding and making lasting memories.",,,https://ik.imagekit.io/OE/nelson-county/listings/boho-cliff-house-retreat-image1_L3zCUtUrE,"Outdoor deck with cozy seating and string lights, surrounded by trees.",,https://ik.imagekit.io/OE/nelson-county/listings/boho-cliff-house-retreat-image2_GsbtJb4yQ,"Spacious living room with large windows, brown furniture, and fireplace. Bright natural light.",,,,,,,"Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Retail; Scenic Views; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967
321,Airkey Boutique Rentals,airkey,Cabins & Cottages,stay,Afton,"Escape to Airkey Boutique Rentals in Afton, where cozy mountain hideaways await adventure seekers and serenity lovers alike. Nestled near scenic hiking trails, local breweries, and wineries, our charming cabins provide the perfect base for exploring Virginia's natural beauty. Unwind and enjoy a peaceful retreat just minutes from outdoor activities year-round.",,,https://ik.imagekit.io/OE/nelson-county/listings/airkey-boutique-rentals-image1_cmGf9y1jA,"Modern kitchen with wooden beams, island, chairs, and stainless steel appliances.",,https://ik.imagekit.io/OE/nelson-county/listings/airkey-boutique-rentals-image2__RwGQDmNm6,"Wooden patio with metal furniture, open view of mountains and sky.",,,,,https://myairkey.com,(434) 466-6942,"Afton, VA 22920",WG,,,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Retail; Beer; Cabins; Lodging,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920
